employee_id,department,role_level,tenure_months,recognition_events_received,recognition_events_given,reward_type,monthly_recognition_frequency,avg_reward_value,peer_vs_manager_ratio,engagement_score,satisfaction_survey,absenteeism_days,is_disengaged
EMP-00960,Operations,Senior,42,9,6,Monetary,0.75,187.9,0.46,6.3,4.6,1,0
EMP-00961,Engineering,Junior,17,2,0,Points,0.17,7.0,0.51,6.4,4.3,4,0
EMP-00962,Marketing,Mid,37,9,2,Points,0.75,40.2,0.53,6.8,4.3,8,0
EMP-00963,Engineering,Mid,11,4,1,Badge,0.33,4.46,0.87,6.5,3.7,3,0
EMP-00964,Sales,Junior,3,7,2,Points,0.58,38.04,0.41,5.8,4.3,2,0
EMP-00965,Sales,Mid,54,6,3,Points,0.5,18.78,0.85,8.6,3.8,2,0
EMP-00966,Sales,Senior,57,11,5,Badge,0.92,0.99,0.85,7.5,3.7,3,0
EMP-00967,Operations,Mid,38,8,6,Points,0.67,41.21,0.44,7.3,4.4,2,0
EMP-00968,Sales,Senior,61,5,1,Badge,0.42,1.04,0.51,6.3,3.9,11,0
EMP-00969,Marketing,Mid,53,7,2,Points,0.58,41.63,0.75,8.6,4.6,3,0
EMP-00970,Sales,Junior,22,6,0,Badge,0.5,5.35,0.3,5.9,4.0,5,0
EMP-00971,Marketing,Junior,13,6,1,PTO,0.5,219.96,0.59,6.8,3.4,5,0
EMP-00972,Customer Support,Mid,46,3,7,Badge,0.25,2.66,0.68,6.5,3.2,7,0
EMP-00973,Operations,Junior,15,3,2,Monetary,0.25,143.81,0.71,4.8,4.2,3,0
EMP-00974,Engineering,Junior,3,3,1,Monetary,0.25,181.19,0.81,5.3,3.5,7,0
EMP-00975,Engineering,Mid,15,5,2,Monetary,0.42,56.57,0.83,4.9,3.8,0,0
EMP-00976,Engineering,Mid,24,4,3,PTO,0.33,254.98,0.33,4.7,3.9,6,0
EMP-00977,Marketing,Mid,3,4,2,Badge,0.33,5.79,0.83,6.3,3.4,8,0
EMP-00978,Engineering,Senior,54,7,4,Monetary,0.58,62.39,0.33,8.3,4.8,2,0
EMP-00979,Sales,Mid,20,5,5,Badge,0.42,8.36,0.66,5.3,1.9,10,0
EMP-00980,Marketing,Mid,45,8,0,Points,0.67,15.11,0.61,8.7,4.9,4,0
EMP-00981,Sales,Senior,54,6,4,Badge,0.5,8.8,0.47,6.7,3.7,8,0
EMP-00982,Operations,Mid,45,7,5,Badge,0.58,3.58,0.56,7.6,4.8,6,0
EMP-00983,Engineering,Mid,14,6,3,Badge,0.5,7.0,0.56,6.8,3.6,5,0
EMP-00984,Engineering,Mid,44,10,1,Badge,0.83,7.3,0.61,7.1,4.8,4,0
EMP-00985,Operations,Junior,9,1,2,Badge,0.08,4.96,0.85,4.7,3.6,3,0
EMP-00986,Sales,Senior,66,14,3,Monetary,1.17,171.59,0.74,10.0,5.0,3,0
EMP-00987,Operations,Mid,54,7,2,Points,0.58,21.64,0.55,7.3,4.7,6,0
EMP-00988,Sales,Manager,60,14,5,PTO,1.17,263.21,0.87,10.0,4.4,3,0
EMP-00989,Engineering,Senior,48,9,8,Monetary,0.75,124.71,0.43,8.4,4.1,3,0
EMP-00990,Operations,Mid,22,6,3,PTO,0.5,60.46,0.8,7.0,3.7,4,0
EMP-00991,Operations,Junior,3,2,2,Points,0.17,25.29,0.3,4.8,3.5,5,0
EMP-00992,Operations,Junior,1,3,2,Badge,0.25,8.18,0.8,6.0,4.5,6,0
EMP-00993,Engineering,Mid,7,8,0,Points,0.67,16.9,0.87,7.3,4.0,7,0
EMP-00994,Marketing,Mid,22,6,2,PTO,0.5,228.17,0.97,7.9,3.4,5,0
EMP-00995,Sales,Junior,4,8,1,Points,0.67,25.3,0.92,6.8,4.4,4,0
EMP-00996,Engineering,Mid,53,10,0,Monetary,0.83,79.32,0.2,8.1,5.0,2,0
EMP-00997,Customer Support,Junior,17,3,4,Badge,0.25,8.89,0.7,6.0,4.0,3,0
EMP-00998,Engineering,Manager,49,10,9,Points,0.83,26.6,0.53,8.5,3.7,2,0
EMP-00999,Customer Support,Junior,4,2,3,Badge,0.17,7.54,0.55,3.6,3.8,10,1
EMP-01000,Sales,Manager,98,23,8,Points,1.92,25.86,0.46,10.0,4.6,7,0
EMP-01001,Engineering,Manager,47,10,6,PTO,0.83,126.25,0.9,7.9,5.0,7,0
EMP-01002,Marketing,Mid,20,5,1,Monetary,0.42,186.03,0.5,7.8,4.8,1,0
EMP-01003,Customer Support,Senior,57,7,0,PTO,0.58,83.82,0.78,8.1,4.6,5,0
EMP-01004,Operations,Mid,17,2,2,Points,0.17,31.13,0.65,7.0,3.4,2,0
EMP-01005,Operations,Mid,21,5,4,Points,0.42,13.86,0.47,8.0,4.4,4,0
EMP-01006,Marketing,Mid,3,4,5,Monetary,0.33,45.2,0.53,5.5,4.6,9,0
EMP-01007,Operations,Mid,25,9,2,Points,0.75,9.3,0.63,7.7,3.9,3,0
EMP-01008,Operations,Mid,14,7,3,Points,0.58,39.53,0.87,7.6,3.5,4,0
EMP-01009,Engineering,Mid,31,5,2,Badge,0.42,2.62,0.91,6.6,4.6,2,0
EMP-01010,Sales,Mid,16,4,0,Badge,0.33,5.69,0.96,8.4,3.9,6,0
EMP-01011,Engineering,Junior,1,2,2,PTO,0.17,173.17,0.42,5.1,3.4,2,0
EMP-01012,Customer Support,Mid,34,5,4,PTO,0.42,267.1,0.91,7.3,4.2,4,0
EMP-01013,Customer Support,Junior,15,1,1,Badge,0.08,7.66,0.66,6.0,3.4,0,0
EMP-01014,Engineering,Junior,6,6,3,Badge,0.5,6.95,0.33,6.4,3.7,4,0
EMP-01015,Operations,Junior,5,5,0,PTO,0.42,275.45,0.66,5.0,3.9,13,0
EMP-01016,Customer Support,Junior,1,0,0,Monetary,0.0,127.47,0.0,1.0,3.7,14,1
EMP-01017,Engineering,Junior,8,4,1,Monetary,0.33,167.21,0.75,3.6,3.3,13,1
EMP-01018,Marketing,Senior,70,12,9,Badge,1.0,8.54,0.74,9.9,4.7,5,0
EMP-01019,Customer Support,Junior,8,5,2,Points,0.42,41.14,0.58,3.2,3.1,7,1
EMP-01020,Engineering,Senior,74,14,3,Points,1.17,21.98,0.09,9.1,5.0,4,0
EMP-01021,Operations,Junior,21,3,1,Badge,0.25,8.06,0.57,3.5,2.9,5,1
EMP-01022,Sales,Manager,55,12,9,PTO,1.0,180.98,0.69,9.2,5.0,3,0
EMP-01023,Customer Support,Mid,21,12,5,Badge,1.0,3.43,0.35,9.3,3.9,2,0
EMP-01024,Customer Support,Mid,35,7,1,Badge,0.58,2.04,0.56,4.9,4.0,0,0
EMP-01025,Customer Support,Mid,20,1,2,Points,0.08,36.18,0.94,6.6,3.8,3,0
EMP-01026,Sales,Mid,32,6,2,Badge,0.5,3.05,0.25,6.8,5.0,4,0
EMP-01027,Customer Support,Mid,17,4,3,Monetary,0.33,71.18,0.78,7.5,4.0,3,0
EMP-01028,Operations,Junior,1,6,0,Badge,0.5,5.92,0.67,5.9,4.1,6,0
EMP-01029,Sales,Manager,87,8,10,Points,0.67,16.55,0.63,9.7,4.7,9,0
EMP-01030,Operations,Mid,34,2,2,Points,0.17,19.35,0.83,6.4,4.4,7,0
EMP-01031,Engineering,Mid,44,8,2,Points,0.67,36.64,0.73,6.9,4.6,5,0
EMP-01032,Marketing,Senior,43,6,0,Badge,0.5,6.73,0.98,6.6,2.8,4,0
EMP-01033,Engineering,Mid,28,12,4,Badge,1.0,9.29,0.84,7.8,5.0,5,0
EMP-01034,Engineering,Senior,60,5,6,Monetary,0.42,164.83,0.96,7.3,4.3,3,0
EMP-01035,Engineering,Mid,30,4,2,Badge,0.33,3.42,0.82,6.4,3.6,5,0
EMP-01036,Operations,Senior,54,7,7,Badge,0.58,4.64,0.55,8.4,3.9,2,0
EMP-01037,Sales,Junior,1,5,4,Monetary,0.42,124.28,0.62,3.7,3.2,12,1
EMP-01038,Operations,Senior,49,17,2,Monetary,1.42,94.69,0.17,9.5,4.6,2,0
EMP-01039,Engineering,Senior,69,7,2,Monetary,0.58,197.36,0.63,8.7,4.1,4,0
EMP-01040,Sales,Junior,8,4,1,Monetary,0.33,30.9,0.73,5.2,3.5,5,0
EMP-01041,Marketing,Junior,1,1,0,Monetary,0.08,138.02,0.68,5.0,3.0,3,0
EMP-01042,Operations,Mid,34,7,4,Badge,0.58,6.16,0.7,6.7,3.4,2,0
EMP-01043,Sales,Manager,92,17,7,Badge,1.42,9.33,0.68,9.7,4.7,6,0
EMP-01044,Marketing,Junior,15,4,4,PTO,0.33,275.37,0.46,5.6,3.9,4,0
EMP-01045,Customer Support,Mid,48,3,2,Points,0.25,46.34,0.68,5.8,2.9,8,0
EMP-01046,Marketing,Junior,17,3,2,Badge,0.25,9.89,0.89,7.7,5.0,2,0
EMP-01047,Engineering,Mid,39,4,0,Points,0.33,19.73,0.42,6.6,4.7,5,0
EMP-01048,Engineering,Mid,46,7,0,Points,0.58,27.03,0.67,7.9,4.6,1,0
EMP-01049,Customer Support,Manager,51,13,5,Points,1.08,13.42,0.45,9.3,3.6,3,0
EMP-01050,Engineering,Mid,11,8,7,Points,0.67,41.65,0.82,7.5,4.1,2,0
EMP-01051,Customer Support,Senior,49,6,4,Points,0.5,30.8,0.16,6.5,3.4,3,0
EMP-01052,Marketing,Mid,18,7,1,Badge,0.58,6.89,0.44,6.1,4.3,6,0
EMP-01053,Customer Support,Junior,4,3,1,Points,0.25,7.77,0.78,6.0,4.1,2,0
EMP-01054,Operations,Mid,30,5,2,Monetary,0.42,35.3,0.94,7.6,4.0,5,0
EMP-01055,Customer Support,Mid,8,2,6,Badge,0.17,0.75,0.93,6.6,4.1,5,0
EMP-01056,Sales,Manager,70,12,7,Badge,1.0,7.14,1.0,9.9,4.2,3,0
EMP-01057,Operations,Senior,56,6,6,Points,0.5,21.57,0.49,9.0,4.9,4,0
EMP-01058,Sales,Junior,40,9,0,Badge,0.75,7.47,0.52,7.1,5.0,3,0
EMP-01059,Sales,Junior,2,3,3,Monetary,0.25,115.65,0.51,5.6,4.0,4,0
EMP-01060,Marketing,Junior,10,4,5,PTO,0.33,97.96,0.89,5.6,3.7,10,0
EMP-01061,Customer Support,Manager,26,6,6,Monetary,0.5,45.04,0.65,7.8,3.2,4,0
EMP-01062,Customer Support,Senior,34,6,5,PTO,0.5,281.82,0.84,6.5,3.1,7,0
EMP-01063,Operations,Senior,71,10,1,Monetary,0.83,140.14,0.53,8.3,5.0,10,0
EMP-01064,Sales,Mid,34,5,2,Badge,0.42,6.05,0.7,7.6,4.7,5,0
EMP-01065,Sales,Mid,38,5,4,Points,0.42,32.57,1.0,8.8,4.8,3,0
EMP-01066,Operations,Mid,40,9,4,PTO,0.75,140.09,0.7,7.4,4.1,3,0
EMP-01067,Engineering,Junior,17,3,2,Points,0.25,9.61,0.42,7.5,5.0,2,0
EMP-01068,Engineering,Mid,49,4,3,Monetary,0.33,178.68,0.42,8.2,4.1,3,0
EMP-01069,Sales,Junior,5,1,1,Monetary,0.08,186.51,0.73,6.5,3.9,5,0
EMP-01070,Sales,Junior,27,11,3,Badge,0.92,4.67,0.57,6.7,3.7,4,0
EMP-01071,Sales,Manager,48,9,8,Monetary,0.75,99.34,0.63,8.1,4.1,5,0
EMP-01072,Engineering,Senior,39,9,2,Badge,0.75,2.2,0.44,6.8,4.8,1,0
EMP-01073,Engineering,Mid,17,4,3,Monetary,0.33,26.47,0.57,6.3,2.8,3,0
EMP-01074,Engineering,Mid,3,4,1,Points,0.33,36.55,0.64,3.5,2.9,14,1
EMP-01075,Customer Support,Mid,37,6,2,PTO,0.5,175.11,0.42,7.7,4.9,5,0
EMP-01076,Sales,Senior,43,15,11,Badge,1.25,9.5,0.66,7.7,4.5,5,0
EMP-01077,Sales,Senior,12,16,4,Monetary,1.33,32.73,0.58,8.1,4.4,6,0
EMP-01078,Marketing,Senior,49,8,3,Points,0.67,20.17,0.8,8.7,4.0,5,0
EMP-01079,Engineering,Senior,66,9,5,Points,0.75,49.33,0.75,8.7,5.0,4,0
EMP-01080,Customer Support,Junior,5,2,2,PTO,0.17,205.24,0.88,5.6,3.1,5,0
EMP-01081,Operations,Mid,22,10,1,Badge,0.83,3.52,0.33,7.5,4.6,5,0
EMP-01082,Engineering,Mid,9,4,2,Badge,0.33,1.99,0.66,5.5,3.2,9,0
EMP-01083,Sales,Mid,53,12,1,Points,1.0,7.94,0.62,8.8,5.0,3,0
EMP-01084,Customer Support,Senior,49,5,1,Badge,0.42,9.23,0.85,7.5,4.3,2,0
EMP-01085,Customer Support,Mid,25,11,4,Monetary,0.92,95.23,0.38,6.7,4.5,2,0
EMP-01086,Sales,Junior,5,8,0,Points,0.67,47.52,0.57,5.7,5.0,2,0
EMP-01087,Marketing,Mid,24,9,2,Points,0.75,20.81,0.72,6.4,4.0,0,0
EMP-01088,Engineering,Manager,37,10,8,Badge,0.83,9.43,0.83,8.2,5.0,3,0
EMP-01089,Customer Support,Junior,18,1,1,Points,0.08,41.44,0.87,5.5,3.2,3,0
EMP-01090,Engineering,Mid,7,6,5,Monetary,0.5,82.24,0.77,6.4,4.2,4,0
EMP-01091,Customer Support,Mid,30,3,3,PTO,0.25,156.35,0.06,6.6,4.8,7,0
EMP-01092,Marketing,Junior,11,2,4,Monetary,0.17,190.08,0.27,6.0,3.3,3,0
EMP-01093,Marketing,Mid,3,5,3,Points,0.42,38.49,0.29,5.7,3.1,7,0
EMP-01094,Sales,Senior,60,8,3,Badge,0.67,8.05,0.09,6.2,4.3,2,0
EMP-01095,Engineering,Mid,16,5,4,Badge,0.42,6.27,0.66,6.5,4.2,1,0
EMP-01096,Engineering,Manager,22,6,7,Points,0.5,7.72,0.15,7.1,4.3,1,0
EMP-01097,Engineering,Junior,19,2,1,Points,0.17,43.69,0.35,6.8,4.5,2,0
EMP-01098,Engineering,Junior,3,2,0,Badge,0.17,7.78,0.82,5.1,3.8,5,0
EMP-01099,Operations,Manager,93,8,9,PTO,0.67,192.87,0.47,9.3,4.1,3,0
EMP-01100,Sales,Mid,32,6,2,Badge,0.5,6.95,0.37,7.8,4.7,3,0
EMP-01101,Engineering,Mid,43,3,2,Points,0.25,15.41,0.75,7.4,4.3,4,0
EMP-01102,Customer Support,Senior,63,7,1,Badge,0.58,9.26,0.77,6.6,3.6,7,0
EMP-01103,Customer Support,Mid,33,3,2,Badge,0.25,2.14,0.46,6.6,4.0,4,0
EMP-01104,Customer Support,Senior,54,12,9,PTO,1.0,218.27,0.78,9.1,4.2,5,0
EMP-01105,Customer Support,Junior,16,1,2,Monetary,0.08,108.16,0.54,4.9,2.6,11,0
EMP-01106,Engineering,Junior,6,2,3,Points,0.17,29.8,0.89,5.7,3.6,10,0
EMP-01107,Sales,Junior,9,5,1,Points,0.42,14.25,0.92,6.7,3.5,4,0
EMP-01108,Operations,Senior,67,10,7,Points,0.83,13.14,0.85,8.7,4.4,5,0
EMP-01109,Operations,Junior,1,3,1,Points,0.25,19.78,0.76,5.0,3.7,9,0
EMP-01110,Engineering,Senior,58,6,3,Monetary,0.5,30.17,0.42,7.2,4.5,5,0
EMP-01111,Operations,Manager,30,10,7,Badge,0.83,1.21,0.85,7.4,4.0,4,0
EMP-01112,Engineering,Mid,49,4,4,Badge,0.33,3.64,0.76,6.3,5.0,6,0
EMP-01113,Engineering,Mid,36,6,1,PTO,0.5,201.95,0.72,8.0,4.3,4,0
EMP-01114,Marketing,Mid,76,8,1,Monetary,0.67,86.59,0.79,9.1,4.8,2,0
EMP-01115,Marketing,Mid,59,10,4,Points,0.83,8.29,0.75,9.4,5.0,4,0
EMP-01116,Marketing,Mid,29,9,2,Monetary,0.75,165.12,0.53,7.5,4.5,3,0
EMP-01117,Engineering,Mid,54,7,2,Badge,0.58,1.58,0.82,8.7,4.4,3,0
EMP-01118,Customer Support,Manager,75,13,7,Monetary,1.08,34.77,0.87,8.3,4.3,1,0
EMP-01119,Engineering,Manager,64,7,8,Points,0.58,20.85,0.82,8.1,4.8,5,0
EMP-01120,Engineering,Senior,21,5,2,Points,0.42,25.88,0.62,6.5,4.8,4,0
EMP-01121,Customer Support,Manager,34,8,8,Points,0.67,45.15,0.77,7.9,5.0,4,0
EMP-01122,Customer Support,Mid,30,5,3,Points,0.42,16.16,0.62,6.1,3.8,3,0
EMP-01123,Customer Support,Senior,40,8,4,Monetary,0.67,127.71,0.24,4.8,2.6,10,0
EMP-01124,Operations,Manager,64,5,13,Monetary,0.42,73.27,0.29,8.5,4.8,5,0
EMP-01125,Marketing,Mid,49,8,3,Badge,0.67,1.21,0.89,7.6,3.8,3,0
EMP-01126,Marketing,Manager,75,6,5,PTO,0.5,209.37,0.59,9.0,5.0,3,0
EMP-01127,Engineering,Mid,20,5,2,PTO,0.42,237.31,0.6,7.1,4.9,4,0
EMP-01128,Sales,Mid,42,9,2,Badge,0.75,5.44,0.79,8.0,3.8,7,0
EMP-01129,Sales,Senior,33,9,6,Monetary,0.75,83.91,0.42,6.5,4.2,1,0
EMP-01130,Engineering,Manager,39,13,13,Points,1.08,49.45,0.83,8.2,4.9,7,0
EMP-01131,Operations,Junior,28,4,2,Monetary,0.33,30.85,0.43,6.6,5.0,8,0
EMP-01132,Sales,Senior,54,10,6,Points,0.83,29.87,0.83,7.8,4.4,4,0
EMP-01133,Engineering,Mid,42,5,6,Badge,0.42,6.69,0.56,5.7,4.1,5,0
EMP-01134,Engineering,Junior,18,3,2,Points,0.25,24.05,0.34,6.8,3.8,4,0
EMP-01135,Operations,Senior,65,7,2,PTO,0.58,83.36,0.44,7.8,3.1,6,0
EMP-01136,Engineering,Mid,24,7,2,Points,0.58,13.03,0.41,8.1,5.0,5,0
EMP-01137,Operations,Senior,21,8,2,Points,0.67,47.56,0.86,7.9,5.0,2,0
EMP-01138,Sales,Mid,19,13,3,Points,1.08,45.72,0.58,6.7,4.2,3,0
EMP-01139,Sales,Mid,57,12,3,Badge,1.0,1.75,0.97,9.8,5.0,6,0
EMP-01140,Marketing,Mid,43,14,5,Points,1.17,7.63,0.3,7.6,3.4,2,0
EMP-01141,Operations,Mid,49,3,0,Monetary,0.25,55.21,0.58,7.5,4.2,2,0
EMP-01142,Sales,Junior,1,7,3,Badge,0.58,8.78,0.97,5.9,4.4,11,0
EMP-01143,Marketing,Manager,72,10,10,Badge,0.83,1.0,0.54,8.6,5.0,4,0
EMP-01144,Marketing,Mid,42,4,2,Monetary,0.33,53.38,0.53,6.9,4.9,3,0
EMP-01145,Engineering,Senior,32,8,4,Points,0.67,36.8,0.68,7.4,4.2,3,0
EMP-01146,Customer Support,Mid,36,4,5,Monetary,0.33,168.22,0.67,6.1,3.6,0,0
EMP-01147,Operations,Mid,20,6,2,Badge,0.5,5.45,0.72,7.7,5.0,1,0
EMP-01148,Marketing,Mid,9,6,2,Points,0.5,13.8,0.76,7.0,3.0,5,0
EMP-01149,Operations,Mid,16,3,2,PTO,0.25,251.87,0.27,7.9,4.2,4,0
EMP-01150,Customer Support,Mid,19,2,1,Badge,0.17,3.73,0.43,4.8,3.5,3,0
EMP-01151,Operations,Mid,37,7,1,Points,0.58,35.33,0.52,7.2,5.0,3,0
EMP-01152,Operations,Mid,46,9,5,Points,0.75,16.14,0.69,7.8,4.5,6,0
EMP-01153,Operations,Junior,10,3,2,Points,0.25,29.93,0.42,4.4,3.6,6,0
EMP-01154,Operations,Mid,30,6,5,Monetary,0.5,83.91,0.16,6.6,5.0,4,0
EMP-01155,Marketing,Junior,2,4,0,PTO,0.33,108.4,0.54,6.4,4.0,7,0
EMP-01156,Operations,Junior,19,2,1,Badge,0.17,7.29,0.69,6.5,2.5,4,0
EMP-01157,Engineering,Manager,59,8,11,Badge,0.67,8.67,0.64,8.6,4.6,2,0
EMP-01158,Customer Support,Mid,20,5,1,Badge,0.42,8.74,0.41,5.5,4.8,1,0
EMP-01159,Customer Support,Senior,38,7,2,Points,0.58,24.83,0.85,7.4,4.5,0,0
EMP-01160,Engineering,Mid,13,8,2,Points,0.67,45.89,0.68,7.3,4.2,5,0
EMP-01161,Operations,Manager,76,13,6,Points,1.08,28.4,0.82,10.0,5.0,7,0
EMP-01162,Engineering,Mid,23,7,2,Badge,0.58,3.54,0.66,9.0,5.0,1,0
EMP-01163,Sales,Senior,65,8,4,Points,0.67,39.15,0.69,7.8,3.5,6,0
EMP-01164,Operations,Mid,37,4,2,Points,0.33,17.42,0.52,7.2,4.8,6,0
EMP-01165,Engineering,Manager,59,12,9,Badge,1.0,4.06,0.55,9.0,4.2,4,0
EMP-01166,Operations,Senior,60,13,3,Points,1.08,40.89,0.7,9.8,5.0,7,0
EMP-01167,Operations,Senior,32,12,2,Badge,1.0,4.91,0.44,7.5,3.6,1,0
EMP-01168,Sales,Junior,16,8,0,Points,0.67,10.78,0.41,7.1,3.6,4,0
EMP-01169,Engineering,Junior,2,10,2,Badge,0.83,9.54,0.46,4.1,3.8,6,0
EMP-01170,Sales,Junior,8,6,0,Monetary,0.5,27.16,0.57,5.0,3.0,6,0
EMP-01171,Marketing,Junior,5,4,1,Badge,0.33,2.45,0.66,6.7,4.6,2,0
EMP-01172,Customer Support,Senior,57,11,4,Points,0.92,41.29,0.93,9.8,5.0,6,0
EMP-01173,Marketing,Junior,7,2,4,Points,0.17,43.06,0.91,5.3,3.0,6,0
EMP-01174,Engineering,Junior,18,2,1,PTO,0.17,219.15,0.79,7.3,4.5,3,0
EMP-01175,Marketing,Junior,3,3,0,Points,0.25,32.59,0.39,4.2,2.9,11,0
EMP-01176,Marketing,Junior,16,5,1,Points,0.42,42.48,0.66,6.1,3.5,7,0
EMP-01177,Operations,Junior,24,7,2,Points,0.58,38.54,0.51,5.9,2.6,5,0
EMP-01178,Engineering,Senior,68,12,6,PTO,1.0,295.06,0.52,7.1,4.3,5,0
EMP-01179,Operations,Mid,33,8,0,Badge,0.67,4.61,0.79,6.7,5.0,5,0
EMP-01180,Marketing,Junior,6,3,0,Monetary,0.25,72.35,0.94,6.9,4.1,8,0
EMP-01181,Customer Support,Mid,35,7,2,Points,0.58,5.2,0.43,7.1,4.0,5,0
EMP-01182,Sales,Mid,29,8,1,Badge,0.67,3.3,0.6,7.3,5.0,2,0
EMP-01183,Marketing,Junior,12,4,1,Badge,0.33,8.26,0.47,4.6,3.0,6,0
EMP-01184,Customer Support,Senior,50,8,4,Monetary,0.67,30.88,0.54,7.8,4.5,1,0
EMP-01185,Engineering,Senior,64,8,5,Badge,0.67,6.91,0.24,6.2,4.4,2,0
EMP-01186,Customer Support,Senior,61,8,9,Monetary,0.67,32.84,0.79,8.4,4.9,2,0
EMP-01187,Operations,Senior,59,6,3,Monetary,0.5,108.29,0.6,6.5,3.7,6,0
EMP-01188,Engineering,Junior,4,2,1,PTO,0.17,155.59,0.82,5.5,3.6,5,0
EMP-01189,Sales,Manager,80,13,7,Badge,1.08,9.37,0.53,7.5,2.5,7,0
EMP-01190,Operations,Senior,32,8,2,Monetary,0.67,80.95,0.82,8.7,3.7,4,0
EMP-01191,Engineering,Manager,59,6,14,Points,0.5,29.08,0.39,5.8,3.3,3,0
EMP-01192,Marketing,Junior,7,4,1,Badge,0.33,6.2,0.44,4.9,2.9,13,0
EMP-01193,Sales,Manager,46,12,9,PTO,1.0,122.47,0.61,10.0,4.2,6,0
EMP-01194,Marketing,Senior,28,7,3,Monetary,0.58,68.38,0.56,7.5,3.6,5,0
EMP-01195,Engineering,Senior,40,12,4,Monetary,1.0,75.11,0.89,10.0,4.2,3,0
EMP-01196,Customer Support,Junior,1,2,2,Monetary,0.17,47.49,0.51,4.0,3.3,5,0
EMP-01197,Customer Support,Senior,38,6,1,Points,0.5,10.21,0.7,6.9,3.9,10,0
EMP-01198,Customer Support,Manager,61,12,11,Points,1.0,31.64,0.86,9.7,5.0,3,0
EMP-01199,Operations,Senior,61,4,10,Monetary,0.33,42.6,0.33,6.8,4.3,2,0
EMP-01200,Engineering,Mid,41,5,2,Points,0.42,13.7,0.93,7.3,4.1,5,0
EMP-01201,Operations,Manager,18,8,11,Points,0.67,12.67,0.58,8.6,4.5,5,0
EMP-01202,Engineering,Mid,39,7,2,Monetary,0.58,49.23,0.91,9.2,5.0,6,0
EMP-01203,Engineering,Mid,32,0,1,Monetary,0.0,49.73,0.0,2.2,3.7,10,1
EMP-01204,Sales,Mid,22,6,3,Monetary,0.5,164.6,0.8,7.4,4.8,5,0
EMP-01205,Sales,Manager,44,8,11,Points,0.67,15.89,1.0,6.6,3.3,2,0
EMP-01206,Operations,Junior,44,9,3,Points,0.75,14.86,0.11,7.0,3.8,5,0
EMP-01207,Operations,Mid,27,4,4,Points,0.33,10.8,0.78,6.7,5.0,1,0
EMP-01208,Sales,Senior,47,8,7,Badge,0.67,7.01,0.48,8.3,3.8,5,0
EMP-01209,Engineering,Senior,41,9,3,Points,0.75,11.37,0.68,8.1,3.8,5,0
EMP-01210,Customer Support,Mid,31,5,4,Badge,0.42,0.56,0.42,7.3,4.5,4,0
EMP-01211,Sales,Manager,59,16,5,Points,1.33,49.87,0.64,9.5,5.0,5,0
EMP-01212,Sales,Manager,44,9,3,PTO,0.75,192.14,1.0,9.0,4.4,5,0
EMP-01213,Engineering,Junior,6,5,4,Badge,0.42,6.99,0.87,6.7,3.5,5,0
EMP-01214,Operations,Mid,13,4,5,Points,0.33,44.55,0.78,6.9,3.7,5,0
EMP-01215,Operations,Junior,32,7,1,Badge,0.58,0.02,0.55,4.5,4.7,5,0
EMP-01216,Engineering,Mid,58,6,3,Monetary,0.5,165.69,0.41,6.6,4.1,6,0
EMP-01217,Engineering,Mid,56,10,3,Badge,0.83,6.9,0.28,7.6,5.0,4,0
EMP-01218,Operations,Manager,66,15,12,Badge,1.25,3.33,0.9,9.4,4.2,5,0
EMP-01219,Marketing,Senior,42,10,8,Points,0.83,7.54,0.89,6.3,4.4,4,0
EMP-01220,Engineering,Junior,1,1,2,Points,0.08,29.89,0.27,5.6,3.7,8,0
EMP-01221,Customer Support,Junior,8,2,2,PTO,0.17,126.78,0.27,3.0,1.4,3,1
EMP-01222,Engineering,Mid,26,2,1,Points,0.17,6.68,0.81,7.5,4.1,5,0
EMP-01223,Sales,Mid,19,10,4,Points,0.83,47.02,0.61,9.1,4.2,5,0
EMP-01224,Customer Support,Junior,48,2,3,Badge,0.17,0.47,0.7,5.4,3.6,4,0
EMP-01225,Sales,Manager,27,12,6,Points,1.0,27.44,0.6,7.2,2.9,4,0
EMP-01226,Marketing,Manager,62,15,6,Monetary,1.25,150.39,0.82,7.5,4.0,3,0
EMP-01227,Sales,Mid,13,7,5,Points,0.58,28.45,0.96,6.8,4.6,5,0
EMP-01228,Engineering,Manager,54,10,5,Points,0.83,49.27,0.93,8.2,4.0,2,0
EMP-01229,Customer Support,Mid,20,3,1,PTO,0.25,201.16,0.49,6.4,3.5,6,0
EMP-01230,Sales,Senior,58,10,4,Badge,0.83,5.85,0.44,6.9,3.3,1,0
EMP-01231,Customer Support,Mid,30,4,2,Points,0.33,33.38,0.76,6.4,3.5,6,0
EMP-01232,Engineering,Junior,5,2,1,Points,0.17,48.8,0.5,4.2,3.4,3,0
EMP-01233,Engineering,Manager,57,11,7,Badge,0.92,3.26,0.57,8.1,4.2,5,0
EMP-01234,Engineering,Mid,21,6,1,Points,0.5,42.65,0.75,6.9,4.4,2,0
EMP-01235,Marketing,Senior,41,12,7,Points,1.0,8.87,0.41,6.4,4.4,5,0
EMP-01236,Sales,Mid,22,6,7,Points,0.5,34.57,0.53,6.7,4.0,4,0
EMP-01237,Customer Support,Junior,11,1,1,Monetary,0.08,125.75,0.78,3.3,2.1,9,1
EMP-01238,Sales,Junior,1,8,0,PTO,0.67,207.98,0.91,6.6,4.1,6,0
EMP-01239,Customer Support,Mid,62,4,1,PTO,0.33,160.89,0.26,7.0,4.3,2,0
